,Area,Element,Unit,Year,Value
2553,Netherlands,Area harvested,ha,1992,1900.0
2554,Netherlands,Area harvested,ha,1993,1900.0
2555,Netherlands,Area harvested,ha,1994,2100.0
2556,Netherlands,Area harvested,ha,1995,1900.0
2557,Netherlands,Area harvested,ha,1996,1700.0
2558,Netherlands,Area harvested,ha,1997,1900.0
2559,Netherlands,Area harvested,ha,1998,2400.0
2560,Netherlands,Area harvested,ha,1999,2500.0
2561,Netherlands,Area harvested,ha,2000,2500.0
2562,Netherlands,Area harvested,ha,2001,1900.0
2563,Netherlands,Area harvested,ha,2002,1900.0
2564,Netherlands,Area harvested,ha,2003,1500.0
2565,Netherlands,Area harvested,ha,2004,1600.0
2566,Netherlands,Area harvested,ha,2005,1600.0
2567,Netherlands,Area harvested,ha,2006,1700.0
2568,Netherlands,Area harvested,ha,2007,1700.0
2569,Netherlands,Area harvested,ha,2008,1600.0
2570,Netherlands,Area harvested,ha,2009,1635.0
2571,Netherlands,Area harvested,ha,2010,1632.0
2572,Netherlands,Area harvested,ha,2011,1652.0
2573,Netherlands,Area harvested,ha,2012,1802.0
2574,Netherlands,Area harvested,ha,2013,1765.0
2575,Netherlands,Area harvested,ha,2014,1792.0
2576,Netherlands,Area harvested,ha,2015,1768.0
2577,Netherlands,Area harvested,ha,2016,1724.0
2578,Netherlands,Area harvested,ha,2017,1691.0
2579,Netherlands,Area harvested,ha,2018,1620.0
2580,Netherlands,Area harvested,ha,2019,1640.0
2581,Netherlands,Yield,hg/ha,1985,120000.0
2582,Netherlands,Yield,hg/ha,1986,120526.0
2583,Netherlands,Yield,hg/ha,1987,131579.0
2584,Netherlands,Yield,hg/ha,1988,138421.0
2585,Netherlands,Yield,hg/ha,1989,129474.0
2586,Netherlands,Yield,hg/ha,1990,160000.0
2587,Netherlands,Yield,hg/ha,1991,138333.0
2588,Netherlands,Yield,hg/ha,1992,123684.0
2589,Netherlands,Yield,hg/ha,1993,153158.0
2590,Netherlands,Yield,hg/ha,1994,144286.0
2591,Netherlands,Yield,hg/ha,1995,178947.0
2592,Netherlands,Yield,hg/ha,1996,176471.0
2593,Netherlands,Yield,hg/ha,1997,157895.0
2594,Netherlands,Yield,hg/ha,1998,208333.0
2595,Netherlands,Yield,hg/ha,1999,140000.0
2596,Netherlands,Yield,hg/ha,2000,136000.0
2597,Netherlands,Yield,hg/ha,2001,178947.0
2598,Netherlands,Yield,hg/ha,2002,184211.0
2599,Netherlands,Yield,hg/ha,2003,240000.0
2600,Netherlands,Yield,hg/ha,2004,231250.0
2601,Netherlands,Yield,hg/ha,2005,243750.0
2602,Netherlands,Yield,hg/ha,2006,230588.0
2603,Netherlands,Yield,hg/ha,2007,252941.0
2604,Netherlands,Yield,hg/ha,2008,263750.0
2605,Netherlands,Yield,hg/ha,2009,262997.0
2606,Netherlands,Yield,hg/ha,2010,261642.0
2607,Netherlands,Yield,hg/ha,2011,284504.0
2608,Netherlands,Yield,hg/ha,2012,275805.0
2609,Netherlands,Yield,hg/ha,2013,288952.0
2610,Netherlands,Yield,hg/ha,2014,321987.0
2611,Netherlands,Yield,hg/ha,2015,326357.0
2612,Netherlands,Yield,hg/ha,2016,354988.0
2613,Netherlands,Yield,hg/ha,2017,390893.0
2614,Netherlands,Yield,hg/ha,2018,400247.0
2615,Netherlands,Yield,hg/ha,2019,460915.0
2616,Netherlands,Production,tonnes,1961,29611.0
2617,Netherlands,Production,tonnes,1962,32750.0
2618,Netherlands,Production,tonnes,1963,22953.0
2619,Netherlands,Production,tonnes,1964,36815.0
2620,Netherlands,Production,tonnes,1965,34097.0
2621,Netherlands,Production,tonnes,1966,28432.0
2622,Netherlands,Production,tonnes,1967,36262.0
2623,Netherlands,Production,tonnes,1968,27247.0
2624,Netherlands,Production,tonnes,1969,33261.0
2625,Netherlands,Production,tonnes,1970,30373.0
2626,Netherlands,Production,tonnes,1971,31433.0
2627,Netherlands,Production,tonnes,1972,31200.0
2628,Netherlands,Production,tonnes,1973,28800.0
2629,Netherlands,Production,tonnes,1974,28500.0
2630,Netherlands,Production,tonnes,1975,19200.0
2631,Netherlands,Production,tonnes,1976,18700.0
2632,Netherlands,Production,tonnes,1977,21800.0
2633,Netherlands,Production,tonnes,1978,20400.0
2634,Netherlands,Production,tonnes,1979,24200.0
2635,Netherlands,Production,tonnes,1980,19000.0
2636,Netherlands,Production,tonnes,1981,17900.0
2637,Netherlands,Production,tonnes,1982,19600.0
2638,Netherlands,Production,tonnes,1983,26100.0
2639,Netherlands,Production,tonnes,1984,25800.0
2640,Netherlands,Production,tonnes,1985,17400.0
2641,Netherlands,Production,tonnes,1986,22900.0
2642,Netherlands,Production,tonnes,1987,25000.0
2643,Netherlands,Production,tonnes,1988,26300.0
2644,Netherlands,Production,tonnes,1989,24600.0
2645,Netherlands,Production,tonnes,1990,32000.0
2646,Netherlands,Production,tonnes,1991,24900.0
2647,Netherlands,Production,tonnes,1992,23500.0
2648,Netherlands,Production,tonnes,1993,29100.0
2649,Netherlands,Production,tonnes,1994,30300.0
2650,Netherlands,Production,tonnes,1995,34000.0
2651,Netherlands,Production,tonnes,1996,30000.0
2652,Netherlands,Production,tonnes,1997,30000.0
2653,Netherlands,Production,tonnes,1998,50000.0
2654,Netherlands,Production,tonnes,1999,35000.0
2655,Netherlands,Production,tonnes,2000,34000.0
2656,Netherlands,Production,tonnes,2001,34000.0
2657,Netherlands,Production,tonnes,2002,35000.0
2658,Netherlands,Production,tonnes,2003,36000.0
2659,Netherlands,Production,tonnes,2004,37000.0
2660,Netherlands,Production,tonnes,2005,39000.0
2661,Netherlands,Production,tonnes,2006,39200.0
2662,Netherlands,Production,tonnes,2007,43000.0
2663,Netherlands,Production,tonnes,2008,42200.0
2664,Netherlands,Production,tonnes,2009,43000.0
2665,Netherlands,Production,tonnes,2010,42700.0
2666,Netherlands,Production,tonnes,2011,47000.0
2667,Netherlands,Production,tonnes,2012,49700.0
2668,Netherlands,Production,tonnes,2013,51000.0
2669,Netherlands,Production,tonnes,2014,57700.0
2670,Netherlands,Production,tonnes,2015,57700.0
2671,Netherlands,Production,tonnes,2016,61200.0
2672,Netherlands,Production,tonnes,2017,66100.0
2673,Netherlands,Production,tonnes,2018,64840.0
2674,Netherlands,Production,tonnes,2019,75590.0
2675,North Macedonia,Area harvested,ha,1992,530.0
2676,North Macedonia,Area harvested,ha,1993,543.0
2677,North Macedonia,Area harvested,ha,1994,504.0
2678,North Macedonia,Area harvested,ha,1995,550.0
2679,North Macedonia,Area harvested,ha,1996,432.0
2680,North Macedonia,Area harvested,ha,1997,710.0
2681,North Macedonia,Area harvested,ha,1998,716.0
2682,North Macedonia,Area harvested,ha,1999,700.0
2683,North Macedonia,Area harvested,ha,2000,600.0
2684,North Macedonia,Area harvested,ha,2001,600.0
2685,North Macedonia,Area harvested,ha,2002,600.0
2686,North Macedonia,Area harvested,ha,2003,500.0
2687,North Macedonia,Area harvested,ha,2004,475.0
2688,North Macedonia,Area harvested,ha,2005,512.0
2689,North Macedonia,Area harvested,ha,2006,433.0
2690,North Macedonia,Area harvested,ha,2007,422.0
2691,North Macedonia,Area harvested,ha,2008,588.0
2692,North Macedonia,Area harvested,ha,2009,701.0
2693,North Macedonia,Area harvested,ha,2010,685.0
2694,North Macedonia,Area harvested,ha,2011,769.0
2695,North Macedonia,Area harvested,ha,2012,820.0
2696,North Macedonia,Area harvested,ha,2013,779.0
2697,North Macedonia,Area harvested,ha,2014,832.0
2698,North Macedonia,Area harvested,ha,2015,842.0
2699,North Macedonia,Area harvested,ha,2016,819.0
2700,North Macedonia,Area harvested,ha,2017,807.0
2701,North Macedonia,Area harvested,ha,2018,848.0
2702,North Macedonia,Area harvested,ha,2019,858.0
2703,North Macedonia,Yield,hg/ha,1992,51774.0
2704,North Macedonia,Yield,hg/ha,1993,54015.0
2705,North Macedonia,Yield,hg/ha,1994,44623.0
2706,North Macedonia,Yield,hg/ha,1995,54545.0
2707,North Macedonia,Yield,hg/ha,1996,64815.0
2708,North Macedonia,Yield,hg/ha,1997,77507.0
2709,North Macedonia,Yield,hg/ha,1998,72668.0
2710,North Macedonia,Yield,hg/ha,1999,74286.0
2711,North Macedonia,Yield,hg/ha,2000,86667.0
2712,North Macedonia,Yield,hg/ha,2001,55000.0
2713,North Macedonia,Yield,hg/ha,2002,49667.0
2714,North Macedonia,Yield,hg/ha,2003,50440.0
2715,North Macedonia,Yield,hg/ha,2004,54737.0
2716,North Macedonia,Yield,hg/ha,2005,55996.0
2717,North Macedonia,Yield,hg/ha,2006,57737.0
2718,North Macedonia,Yield,hg/ha,2007,61611.0
2719,North Macedonia,Yield,hg/ha,2008,60629.0
2720,North Macedonia,Yield,hg/ha,2009,62639.0
2721,North Macedonia,Yield,hg/ha,2010,58409.0
2722,North Macedonia,Yield,hg/ha,2011,60611.0
2723,North Macedonia,Yield,hg/ha,2012,47976.0
2724,North Macedonia,Yield,hg/ha,2013,45918.0
2725,North Macedonia,Yield,hg/ha,2014,57236.0
2726,North Macedonia,Yield,hg/ha,2015,53753.0
2727,North Macedonia,Yield,hg/ha,2016,54530.0
2728,North Macedonia,Yield,hg/ha,2017,64511.0
2729,North Macedonia,Yield,hg/ha,2018,71675.0
2730,North Macedonia,Yield,hg/ha,2019,60280.0
2731,North Macedonia,Production,tonnes,1992,2744.0
2732,North Macedonia,Production,tonnes,1993,2933.0
2733,North Macedonia,Production,tonnes,1994,2249.0
2734,North Macedonia,Production,tonnes,1995,3000.0
2735,North Macedonia,Production,tonnes,1996,2800.0
2736,North Macedonia,Production,tonnes,1997,5503.0
2737,North Macedonia,Production,tonnes,1998,5203.0
2738,North Macedonia,Production,tonnes,1999,5200.0
2739,North Macedonia,Production,tonnes,2000,5200.0
2740,North Macedonia,Production,tonnes,2001,3300.0
2741,North Macedonia,Production,tonnes,2002,2980.0
2742,North Macedonia,Production,tonnes,2003,2522.0
2743,North Macedonia,Production,tonnes,2004,2600.0
2744,North Macedonia,Production,tonnes,2005,2867.0
2745,North Macedonia,Production,tonnes,2006,2500.0
2746,North Macedonia,Production,tonnes,2007,2600.0
2747,North Macedonia,Production,tonnes,2008,3565.0
2748,North Macedonia,Production,tonnes,2009,4391.0
2749,North Macedonia,Production,tonnes,2010,4001.0
2750,North Macedonia,Production,tonnes,2011,4661.0
2751,North Macedonia,Production,tonnes,2012,3934.0
2752,North Macedonia,Production,tonnes,2013,3577.0
2753,North Macedonia,Production,tonnes,2014,4762.0
2754,North Macedonia,Production,tonnes,2015,4526.0
2755,North Macedonia,Production,tonnes,2016,4466.0
2756,North Macedonia,Production,tonnes,2017,5206.0
2757,North Macedonia,Production,tonnes,2018,6078.0
2758,North Macedonia,Production,tonnes,2019,5172.0
2759,Norway,Area harvested,ha,1961,800.0
2760,Norway,Area harvested,ha,1962,900.0
2761,Norway,Area harvested,ha,1963,900.0
2762,Norway,Area harvested,ha,1964,900.0
2763,Norway,Area harvested,ha,1965,1000.0
2764,Norway,Area harvested,ha,1966,1013.0
2765,Norway,Area harvested,ha,1967,1166.0
2766,Norway,Area harvested,ha,1968,1354.0
2767,Norway,Area harvested,ha,1969,1556.0
2768,Norway,Area harvested,ha,1970,1612.0
2769,Norway,Area harvested,ha,1971,1696.0
2770,Norway,Area harvested,ha,1972,1696.0
2771,Norway,Area harvested,ha,1973,1826.0
2772,Norway,Area harvested,ha,1974,1584.0
2773,Norway,Area harvested,ha,1975,1646.0
2774,Norway,Area harvested,ha,1976,1697.0
2775,Norway,Area harvested,ha,1977,1749.0
2776,Norway,Area harvested,ha,1978,1761.0
2777,Norway,Area harvested,ha,1979,1772.0
2778,Norway,Area harvested,ha,1980,1814.0
2779,Norway,Area harvested,ha,1981,2171.0
2780,Norway,Area harvested,ha,1982,2220.0
2781,Norway,Area harvested,ha,1983,2254.0
2782,Norway,Area harvested,ha,1984,2284.0
2783,Norway,Area harvested,ha,1985,1969.0
2784,Norway,Area harvested,ha,1986,1980.0
2785,Norway,Area harvested,ha,1987,1960.0
2786,Norway,Area harvested,ha,1988,1937.0
2787,Norway,Area harvested,ha,1989,1958.0
2788,Norway,Area harvested,ha,1990,2000.0
2789,Norway,Area harvested,ha,1991,1596.0
2790,Norway,Area harvested,ha,1992,1687.0
2791,Norway,Area harvested,ha,1993,1830.0
2792,Norway,Area harvested,ha,1994,1881.0
2793,Norway,Area harvested,ha,1995,1839.0
2794,Norway,Area harvested,ha,1996,1733.0
2795,Norway,Area harvested,ha,1997,1690.0
2796,Norway,Area harvested,ha,1998,1621.0
2797,Norway,Area harvested,ha,1999,1608.0
2798,Norway,Area harvested,ha,2000,1703.0
2799,Norway,Area harvested,ha,2001,1667.0
2800,Norway,Area harvested,ha,2002,1693.0
2801,Norway,Area harvested,ha,2003,1726.0
2802,Norway,Area harvested,ha,2004,1619.0
2803,Norway,Area harvested,ha,2005,1629.0
2804,Norway,Area harvested,ha,2006,1590.0
2805,Norway,Area harvested,ha,2007,1523.0
2806,Norway,Area harvested,ha,2008,1500.0
2807,Norway,Area harvested,ha,2009,1510.0
2808,Norway,Area harvested,ha,2010,1391.0
2809,Norway,Area harvested,ha,2011,1439.0
2810,Norway,Area harvested,ha,2012,1513.0
2811,Norway,Area harvested,ha,2013,1565.0
2812,Norway,Area harvested,ha,2014,1679.0
2813,Norway,Area harvested,ha,2015,1635.0
2814,Norway,Area harvested,ha,2016,1546.0
2815,Norway,Area harvested,ha,2017,1466.0
2816,Norway,Area harvested,ha,2018,1416.0
2817,Norway,Area harvested,ha,2019,1331.0
2818,Norway,Yield,hg/ha,1961,50700.0
2819,Norway,Yield,hg/ha,1962,47056.0
2820,Norway,Yield,hg/ha,1963,59511.0
2821,Norway,Yield,hg/ha,1964,52111.0
2822,Norway,Yield,hg/ha,1965,64150.0
2823,Norway,Yield,hg/ha,1966,63129.0
2824,Norway,Yield,hg/ha,1967,83362.0
2825,Norway,Yield,hg/ha,1968,86337.0
2826,Norway,Yield,hg/ha,1969,69165.0
2827,Norway,Yield,hg/ha,1970,78722.0
2828,Norway,Yield,hg/ha,1971,86828.0
2829,Norway,Yield,hg/ha,1972,84841.0
2830,Norway,Yield,hg/ha,1973,89759.0
2831,Norway,Yield,hg/ha,1974,87184.0
2832,Norway,Yield,hg/ha,1975,95881.0
2833,Norway,Yield,hg/ha,1976,92080.0
2834,Norway,Yield,hg/ha,1977,92687.0
2835,Norway,Yield,hg/ha,1978,96468.0
2836,Norway,Yield,hg/ha,1979,100784.0
2837,Norway,Yield,hg/ha,1980,111202.0
2838,Norway,Yield,hg/ha,1981,77955.0
2839,Norway,Yield,hg/ha,1982,101986.0
2840,Norway,Yield,hg/ha,1983,96371.0
2841,Norway,Yield,hg/ha,1984,92767.0
2842,Norway,Yield,hg/ha,1985,93052.0
2843,Norway,Yield,hg/ha,1986,85505.0
2844,Norway,Yield,hg/ha,1987,91485.0
2845,Norway,Yield,hg/ha,1988,77197.0
2846,Norway,Yield,hg/ha,1989,78739.0
2847,Norway,Yield,hg/ha,1990,80000.0
2848,Norway,Yield,hg/ha,1991,84336.0
2849,Norway,Yield,hg/ha,1992,74327.0
2850,Norway,Yield,hg/ha,1993,104208.0
2851,Norway,Yield,hg/ha,1994,101770.0
2852,Norway,Yield,hg/ha,1995,84138.0
2853,Norway,Yield,hg/ha,1996,63970.0
2854,Norway,Yield,hg/ha,1997,46444.0
2855,Norway,Yield,hg/ha,1998,50635.0
2856,Norway,Yield,hg/ha,1999,58650.0
2857,Norway,Yield,hg/ha,2000,52824.0
2858,Norway,Yield,hg/ha,2001,55885.0
2859,Norway,Yield,hg/ha,2002,56385.0
2860,Norway,Yield,hg/ha,2003,53378.0
2861,Norway,Yield,hg/ha,2004,70334.0
2862,Norway,Yield,hg/ha,2005,58533.0
2863,Norway,Yield,hg/ha,2006,66874.0
2864,Norway,Yield,hg/ha,2007,59928.0
2865,Norway,Yield,hg/ha,2008,64047.0
2866,Norway,Yield,hg/ha,2009,60391.0
2867,Norway,Yield,hg/ha,2010,59878.0
2868,Norway,Yield,hg/ha,2011,52460.0
2869,Norway,Yield,hg/ha,2012,60212.0
2870,Norway,Yield,hg/ha,2013,40875.0
2871,Norway,Yield,hg/ha,2014,49529.0
2872,Norway,Yield,hg/ha,2015,68422.0
2873,Norway,Yield,hg/ha,2016,56811.0
2874,Norway,Yield,hg/ha,2017,55184.0
2875,Norway,Yield,hg/ha,2018,56243.0
2876,Norway,Yield,hg/ha,2019,68685.0
2877,Norway,Production,tonnes,1961,4056.0
2878,Norway,Production,tonnes,1962,4235.0
2879,Norway,Production,tonnes,1963,5356.0
2880,Norway,Production,tonnes,1964,4690.0
2881,Norway,Production,tonnes,1965,6415.0
2882,Norway,Production,tonnes,1966,6395.0
2883,Norway,Production,tonnes,1967,9720.0
2884,Norway,Production,tonnes,1968,11690.0
2885,Norway,Production,tonnes,1969,10762.0
2886,Norway,Production,tonnes,1970,12690.0
2887,Norway,Production,tonnes,1971,14726.0
2888,Norway,Production,tonnes,1972,14389.0
2889,Norway,Production,tonnes,1973,16390.0
2890,Norway,Production,tonnes,1974,13810.0
2891,Norway,Production,tonnes,1975,15782.0
2892,Norway,Production,tonnes,1976,15626.0
2893,Norway,Production,tonnes,1977,16211.0
2894,Norway,Production,tonnes,1978,16988.0
2895,Norway,Production,tonnes,1979,17859.0
2896,Norway,Production,tonnes,1980,20172.0
2897,Norway,Production,tonnes,1981,16924.0
2898,Norway,Production,tonnes,1982,22641.0
2899,Norway,Production,tonnes,1983,21722.0
2900,Norway,Production,tonnes,1984,21188.0
2901,Norway,Production,tonnes,1985,18322.0
2902,Norway,Production,tonnes,1986,16930.0
2903,Norway,Production,tonnes,1987,17931.0
2904,Norway,Production,tonnes,1988,14953.0
2905,Norway,Production,tonnes,1989,15417.0
2906,Norway,Production,tonnes,1990,16000.0
2907,Norway,Production,tonnes,1991,13460.0
2908,Norway,Production,tonnes,1992,12539.0
2909,Norway,Production,tonnes,1993,19070.0
2910,Norway,Production,tonnes,1994,19143.0
2911,Norway,Production,tonnes,1995,15473.0
2912,Norway,Production,tonnes,1996,11086.0
2913,Norway,Production,tonnes,1997,7849.0
2914,Norway,Production,tonnes,1998,8208.0
2915,Norway,Production,tonnes,1999,9431.0
2916,Norway,Production,tonnes,2000,8996.0
2917,Norway,Production,tonnes,2001,9316.0
2918,Norway,Production,tonnes,2002,9546.0
2919,Norway,Production,tonnes,2003,9213.0
2920,Norway,Production,tonnes,2004,11387.0
2921,Norway,Production,tonnes,2005,9535.0
2922,Norway,Production,tonnes,2006,10633.0
2923,Norway,Production,tonnes,2007,9127.0
2924,Norway,Production,tonnes,2008,9607.0
2925,Norway,Production,tonnes,2009,9119.0
2926,Norway,Production,tonnes,2010,8329.0
2927,Norway,Production,tonnes,2011,7549.0
2928,Norway,Production,tonnes,2012,9110.0
2929,Norway,Production,tonnes,2013,6397.0
2930,Norway,Production,tonnes,2014,8316.0
2931,Norway,Production,tonnes,2015,11187.0
2932,Norway,Production,tonnes,2016,8783.0
2933,Norway,Production,tonnes,2017,8090.0
2934,Norway,Production,tonnes,2018,7964.0
2935,Norway,Production,tonnes,2019,9142.0
2936,Poland,Area harvested,ha,1965,26371.0
2937,Poland,Area harvested,ha,1966,29819.0
2938,Poland,Area harvested,ha,1967,30006.0
2939,Poland,Area harvested,ha,1968,30221.0
2940,Poland,Area harvested,ha,1969,23622.0
2941,Poland,Area harvested,ha,1970,23162.0
2942,Poland,Area harvested,ha,1971,30271.0
2943,Poland,Area harvested,ha,1972,34199.0
2944,Poland,Area harvested,ha,1973,41495.0
2945,Poland,Area harvested,ha,1974,44827.0
2946,Poland,Area harvested,ha,1975,46493.0
2947,Poland,Area harvested,ha,1976,47484.0
2948,Poland,Area harvested,ha,1977,45478.0
2949,Poland,Area harvested,ha,1978,48000.0
2950,Poland,Area harvested,ha,1979,50000.0
2951,Poland,Area harvested,ha,1980,57603.0
2952,Poland,Area harvested,ha,1981,48600.0
2953,Poland,Area harvested,ha,1982,48600.0
2954,Poland,Area harvested,ha,1983,48600.0
2955,Poland,Area harvested,ha,1984,48600.0
2956,Poland,Area harvested,ha,1985,47072.0
2957,Poland,Area harvested,ha,1986,56300.0
2958,Poland,Area harvested,ha,1987,56300.0
2959,Poland,Area harvested,ha,1988,56300.0
2960,Poland,Area harvested,ha,1989,56300.0
2961,Poland,Area harvested,ha,1990,57926.0
2962,Poland,Area harvested,ha,1991,62379.0
2963,Poland,Area harvested,ha,1992,63295.0
2964,Poland,Area harvested,ha,1993,60465.0
2965,Poland,Area harvested,ha,1994,46204.0
2966,Poland,Area harvested,ha,1995,61259.0
2967,Poland,Area harvested,ha,1996,53585.0
2968,Poland,Area harvested,ha,1997,50233.0
2969,Poland,Area harvested,ha,1998,52614.0
2970,Poland,Area harvested,ha,1999,58297.0
2971,Poland,Area harvested,ha,2000,61967.0
2972,Poland,Area harvested,ha,2001,65754.0
2973,Poland,Area harvested,ha,2002,37962.0
2974,Poland,Area harvested,ha,2003,44033.0
2975,Poland,Area harvested,ha,2004,52502.0
2976,Poland,Area harvested,ha,2005,55281.0
2977,Poland,Area harvested,ha,2006,55733.0
2978,Poland,Area harvested,ha,2007,52477.0
2979,Poland,Area harvested,ha,2008,54308.0
2980,Poland,Area harvested,ha,2009,53708.0
2981,Poland,Area harvested,ha,2010,37122.0
2982,Poland,Area harvested,ha,2011,50522.0
2983,Poland,Area harvested,ha,2012,46813.0
2984,Poland,Area harvested,ha,2013,55020.0
2985,Poland,Area harvested,ha,2014,52673.0
2986,Poland,Area harvested,ha,2015,52139.0
2987,Poland,Area harvested,ha,2016,50600.0
2988,Poland,Area harvested,ha,2017,49642.0
2989,Poland,Area harvested,ha,2018,49180.0
2990,Poland,Area harvested,ha,2019,49900.0
2991,Poland,Yield,hg/ha,1965,53733.0
2992,Poland,Yield,hg/ha,1966,42959.0
2993,Poland,Yield,hg/ha,1967,39892.0
2994,Poland,Yield,hg/ha,1968,35505.0
2995,Poland,Yield,hg/ha,1969,25358.0
2996,Poland,Yield,hg/ha,1970,40497.0
2997,Poland,Yield,hg/ha,1971,35392.0
2998,Poland,Yield,hg/ha,1972,28438.0
2999,Poland,Yield,hg/ha,1973,40649.0
3000,Poland,Yield,hg/ha,1974,38365.0
3001,Poland,Yield,hg/ha,1975,34327.0
3002,Poland,Yield,hg/ha,1976,32548.0
3003,Poland,Yield,hg/ha,1977,40184.0
3004,Poland,Yield,hg/ha,1978,42065.0
3005,Poland,Yield,hg/ha,1979,38539.0
3006,Poland,Yield,hg/ha,1980,31216.0
3007,Poland,Yield,hg/ha,1981,39485.0
3008,Poland,Yield,hg/ha,1982,43486.0
3009,Poland,Yield,hg/ha,1983,39231.0
3010,Poland,Yield,hg/ha,1984,38197.0
3011,Poland,Yield,hg/ha,1985,45016.0
3012,Poland,Yield,hg/ha,1986,47405.0
3013,Poland,Yield,hg/ha,1987,59367.0
3014,Poland,Yield,hg/ha,1988,44283.0
3015,Poland,Yield,hg/ha,1989,47762.0
3016,Poland,Yield,hg/ha,1990,41654.0
3017,Poland,Yield,hg/ha,1991,42102.0
3018,Poland,Yield,hg/ha,1992,32312.0
3019,Poland,Yield,hg/ha,1993,33074.0
3020,Poland,Yield,hg/ha,1994,30647.0
3021,Poland,Yield,hg/ha,1995,34488.0
3022,Poland,Yield,hg/ha,1996,33818.0
3023,Poland,Yield,hg/ha,1997,32351.0
3024,Poland,Yield,hg/ha,1998,28483.0
3025,Poland,Yield,hg/ha,1999,30569.0
3026,Poland,Yield,hg/ha,2000,27646.0
3027,Poland,Yield,hg/ha,2001,36822.0
3028,Poland,Yield,hg/ha,2002,40325.0
3029,Poland,Yield,hg/ha,2003,29851.0
3030,Poland,Yield,hg/ha,2004,35371.0
3031,Poland,Yield,hg/ha,2005,33426.0
3032,Poland,Yield,hg/ha,2006,34775.0
3033,Poland,Yield,hg/ha,2007,28151.0
3034,Poland,Yield,hg/ha,2008,36986.0
3035,Poland,Yield,hg/ha,2009,37060.0
3036,Poland,Yield,hg/ha,2010,41326.0
3037,Poland,Yield,hg/ha,2011,32888.0
3038,Poland,Yield,hg/ha,2012,32075.0
3039,Poland,Yield,hg/ha,2013,35014.0
3040,Poland,Yield,hg/ha,2014,38447.0
3041,Poland,Yield,hg/ha,2015,39297.0
3042,Poland,Yield,hg/ha,2016,38927.0
3043,Poland,Yield,hg/ha,2017,35841.0
3044,Poland,Yield,hg/ha,2018,41724.0
3045,Poland,Yield,hg/ha,2019,37154.0
3046,Poland,Production,tonnes,1961,26300.0
3047,Poland,Production,tonnes,1962,40400.0
3048,Poland,Production,tonnes,1963,59600.0
3049,Poland,Production,tonnes,1964,67000.0
3050,Poland,Production,tonnes,1965,141700.0
3051,Poland,Production,tonnes,1966,128100.0
3052,Poland,Production,tonnes,1967,119700.0
3053,Poland,Production,tonnes,1968,107300.0
3054,Poland,Production,tonnes,1969,59900.0
3055,Poland,Production,tonnes,1970,93800.0
3056,Poland,Production,tonnes,1971,107134.0
3057,Poland,Production,tonnes,1972,97256.0
3058,Poland,Production,tonnes,1973,168675.0
3059,Poland,Production,tonnes,1974,171978.0
3060,Poland,Production,tonnes,1975,159595.0
3061,Poland,Production,tonnes,1976,154550.0
3062,Poland,Production,tonnes,1977,182747.0
3063,Poland,Production,tonnes,1978,201911.0
3064,Poland,Production,tonnes,1979,192696.0
3065,Poland,Production,tonnes,1980,179816.0
3066,Poland,Production,tonnes,1981,191899.0
3067,Poland,Production,tonnes,1982,211341.0
3068,Poland,Production,tonnes,1983,190662.0
3069,Poland,Production,tonnes,1984,185639.0
3070,Poland,Production,tonnes,1985,211901.0
3071,Poland,Production,tonnes,1986,266889.0
3072,Poland,Production,tonnes,1987,334234.0
3073,Poland,Production,tonnes,1988,249311.0
3074,Poland,Production,tonnes,1989,268898.0
3075,Poland,Production,tonnes,1990,241284.0
3076,Poland,Production,tonnes,1991,262625.0
3077,Poland,Production,tonnes,1992,204519.0
3078,Poland,Production,tonnes,1993,199979.0
3079,Poland,Production,tonnes,1994,141602.0
3080,Poland,Production,tonnes,1995,211271.0
3081,Poland,Production,tonnes,1996,181213.0
3082,Poland,Production,tonnes,1997,162509.0
3083,Poland,Production,tonnes,1998,149858.0
3084,Poland,Production,tonnes,1999,178211.0
3085,Poland,Production,tonnes,2000,171314.0
3086,Poland,Production,tonnes,2001,242118.0
3087,Poland,Production,tonnes,2002,153083.0
3088,Poland,Production,tonnes,2003,131441.0
3089,Poland,Production,tonnes,2004,185704.0
3090,Poland,Production,tonnes,2005,184782.0
3091,Poland,Production,tonnes,2006,193813.0
3092,Poland,Production,tonnes,2007,147730.0
3093,Poland,Production,tonnes,2008,200864.0
3094,Poland,Production,tonnes,2009,199042.0
3095,Poland,Production,tonnes,2010,153410.0
3096,Poland,Production,tonnes,2011,166159.0
3097,Poland,Production,tonnes,2012,150151.0
3098,Poland,Production,tonnes,2013,192647.0
3099,Poland,Production,tonnes,2014,202511.0
3100,Poland,Production,tonnes,2015,204889.0
3101,Poland,Production,tonnes,2016,196972.0
3102,Poland,Production,tonnes,2017,177921.0
3103,Poland,Production,tonnes,2018,205200.0
3104,Poland,Production,tonnes,2019,185400.0
3105,Portugal,Area harvested,ha,1961,400.0
3106,Portugal,Area harvested,ha,1962,380.0
3107,Portugal,Area harvested,ha,1963,400.0
3108,Portugal,Area harvested,ha,1964,400.0
3109,Portugal,Area harvested,ha,1965,400.0
3110,Portugal,Area harvested,ha,1966,400.0
3111,Portugal,Area harvested,ha,1967,400.0
3112,Portugal,Area harvested,ha,1968,400.0
3113,Portugal,Area harvested,ha,1969,480.0
3114,Portugal,Area harvested,ha,1970,550.0
3115,Portugal,Area harvested,ha,1971,650.0
3116,Portugal,Area harvested,ha,1972,670.0
